
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)
         0.0        0.00      0.0000      0.1022      0.0383       2.339      14.744      16.486
         3.0        0.02      0.0569      0.1005      0.0374       2.285      14.402      16.201
         6.0        0.04      0.1140      0.0985      0.0366       2.236      14.093      15.881
         9.0        0.06      0.1705      0.0963      0.0359       2.193      13.824      15.533
        12.0        0.08      0.2254      0.0940      0.0353       2.159      13.610      15.160
        15.0        0.11      0.2781      0.0915      0.0349       2.130      13.424      14.763
        18.1        0.13      0.3285      0.0889      0.0344       2.102      13.249      14.344
        21.1        0.15      0.3765      0.0862      0.0340       2.074      13.074      13.903
        24.1        0.17      0.4219      0.0833      0.0335       2.045      12.889      13.442
        27.1        0.19      0.4648      0.0804      0.0330       2.014      12.691      12.958
        30.1        0.21      0.5048      0.0772      0.0324       1.980      12.476      12.453
        33.1        0.23      0.5422      0.0740      0.0318       1.942      12.242      11.931
        36.1        0.25      0.5771      0.0706      0.0311       1.901      11.981      11.394
        39.1        0.28      0.6099      0.0672      0.0304       1.854      11.686      10.840
        42.1        0.30      0.6404      0.0637      0.0295       1.802      11.355      10.270
        45.1        0.32      0.6688      0.0600      0.0285       1.743      10.982       9.681
        48.1        0.34      0.6949      0.0563      0.0275       1.679      10.580       9.084
        51.2        0.36      0.7187      0.0525      0.0263       1.607      10.128       8.466
        54.2        0.38      0.7402      0.0486      0.0250       1.529       9.634       7.833
        57.2        0.40      0.7587      0.0446      0.0236       1.445       9.104       7.188
        60.2        0.42      0.7739      0.0405      0.0222       1.354       8.534       6.529
        63.2        0.44      0.7853      0.0363      0.0206       1.257       7.925       5.859
        66.2        0.47      0.7918      0.0321      0.0189       1.154       7.271       5.174
        69.2        0.49      0.7920      0.0278      0.0171       1.044       6.578       4.479
        72.2        0.51      0.7823      0.0233      0.0152       0.926       5.837       3.762
        75.2        0.53      0.7556      0.0188      0.0132       0.806       5.080       3.036
        78.2        0.55      0.7019      0.0142      0.0112       0.682       4.301       2.296
        81.3        0.57      0.6000      0.0096      0.0091       0.556       3.506       1.540
        84.3        0.59      0.4056      0.0048      0.0070       0.429       2.705       0.775
        87.3        0.61     -0.0032      0.0000      0.0050       0.304       1.919      -0.004



