
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)
         0.0        0.00      0.0000      0.0951      0.0340       0.017       0.524       0.613
         0.6        0.02      0.0583      0.0935      0.0342       0.017       0.526       0.603
         1.2        0.04      0.1141      0.0917      0.0343       0.017       0.528       0.591
         1.8        0.06      0.1672      0.0898      0.0343       0.017       0.529       0.579
         2.4        0.09      0.2175      0.0877      0.0344       0.017       0.530       0.566
         3.0        0.11      0.2652      0.0855      0.0344       0.017       0.529       0.551
         3.6        0.13      0.3100      0.0832      0.0343       0.017       0.529       0.536
         4.2        0.15      0.3520      0.0807      0.0342       0.017       0.527       0.521
         4.8        0.17      0.3912      0.0781      0.0341       0.017       0.525       0.504
         5.5        0.19      0.4274      0.0754      0.0338       0.017       0.521       0.486
         6.1        0.21      0.4605      0.0725      0.0336       0.016       0.517       0.468
         6.7        0.23      0.4908      0.0695      0.0332       0.016       0.512       0.448
         7.3        0.26      0.5182      0.0665      0.0328       0.016       0.505       0.429
         7.9        0.28      0.5429      0.0633      0.0323       0.016       0.498       0.409
         8.5        0.30      0.5649      0.0601      0.0318       0.016       0.489       0.388
         9.1        0.32      0.5844      0.0568      0.0311       0.015       0.479       0.367
         9.7        0.34      0.6020      0.0537      0.0304       0.015       0.469       0.346
        10.3        0.36      0.6168      0.0502      0.0295       0.014       0.454       0.324
        10.9        0.38      0.6293      0.0466      0.0284       0.014       0.438       0.301
        11.5        0.41      0.6396      0.0429      0.0272       0.013       0.419       0.277
        12.1        0.43      0.6474      0.0391      0.0258       0.013       0.397       0.252
        12.7        0.45      0.6522      0.0352      0.0241       0.012       0.372       0.227
        13.3        0.47      0.6531      0.0311      0.0223       0.011       0.344       0.201
        13.9        0.49      0.6487      0.0270      0.0204       0.010       0.314       0.174
        14.5        0.51      0.6368      0.0227      0.0183       0.009       0.281       0.147
        15.1        0.53      0.6129      0.0184      0.0160       0.008       0.247       0.119
        15.7        0.55      0.5668      0.0140      0.0137       0.007       0.210       0.090
        16.4        0.58      0.4767      0.0094      0.0113       0.006       0.174       0.060
        17.0        0.60      0.3119      0.0047      0.0090       0.004       0.138       0.030
        17.6        0.62     -0.0023      0.0000      0.0067       0.003       0.103       0.000



