
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)
         0.0        0.00      0.0000      0.1116      0.0421       5.647      27.377      30.426
         3.9        0.02      0.0555      0.1105      0.0421       5.657      27.424      30.108
         7.8        0.04      0.1099      0.1087      0.0419       5.623      27.262      29.615
        11.7        0.06      0.1632      0.1064      0.0414       5.560      26.955      28.995
        15.6        0.08      0.2140      0.1038      0.0411       5.513      26.726      28.280
        19.6        0.11      0.2645      0.1009      0.0404       5.421      26.282      27.490
        23.5        0.13      0.3135      0.0978      0.0397       5.322      25.800      26.655
        27.4        0.15      0.3601      0.0946      0.0390       5.228      25.347      25.784
        31.3        0.17      0.4057      0.0912      0.0381       5.114      24.796      24.866
        35.2        0.19      0.4496      0.0877      0.0372       4.992      24.200      23.908
        39.1        0.21      0.4918      0.0841      0.0362       4.859      23.556      22.908
        43.0        0.23      0.5310      0.0803      0.0352       4.727      22.917      21.876
        46.9        0.25      0.5671      0.0765      0.0343       4.599      22.298      20.840
        50.8        0.28      0.6006      0.0727      0.0333       4.475      21.694      19.820
        54.8        0.30      0.6317      0.0689      0.0324       4.343      21.056      18.788
        58.7        0.32      0.6601      0.0651      0.0313       4.202      20.374      17.730
        62.6        0.34      0.6858      0.0611      0.0302       4.051      19.639      16.647
        66.5        0.36      0.7092      0.0570      0.0289       3.882      18.822      15.528
        70.4        0.38      0.7300      0.0528      0.0276       3.698      17.927      14.378
        74.3        0.40      0.7477      0.0485      0.0261       3.501      16.972      13.208
        78.2        0.42      0.7617      0.0440      0.0245       3.287      15.935      12.002
        82.1        0.44      0.7685      0.0395      0.0229       3.067      14.871      10.762
        86.1        0.47      0.7675      0.0348      0.0212       2.840      13.767       9.497
        90.0        0.49      0.7556      0.0301      0.0194       2.605      12.630       8.206
        93.9        0.51      0.7320      0.0253      0.0175       2.354      11.412       6.884
        97.8        0.53      0.6958      0.0204      0.0155       2.083      10.099       5.559
       101.7        0.55      0.6182      0.0155      0.0138       1.856       9.000       4.232
       105.6        0.57      0.4927      0.0104      0.0121       1.624       7.875       2.842
       109.5        0.59      0.3004      0.0053      0.0104       1.396       6.770       1.436
       113.4        0.61      0.0019      0.0000      0.0087       1.173       5.687       0.007



