
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)
         0.0        0.00      0.0000      0.1038      0.0375       3.046      17.451      20.258
         3.3        0.02      0.0583      0.1021      0.0371       3.014      17.270      19.926
         6.6        0.04      0.1157      0.1002      0.0366       2.979      17.071      19.545
         9.9        0.06      0.1718      0.0980      0.0362       2.946      16.882      19.127
        13.2        0.08      0.2259      0.0957      0.0359       2.916      16.710      18.675
        16.5        0.11      0.2779      0.0932      0.0355       2.888      16.546      18.193
        19.8        0.13      0.3275      0.0906      0.0351       2.858      16.372      17.682
        23.2        0.15      0.3748      0.0879      0.0347       2.824      16.183      17.144
        26.5        0.17      0.4198      0.0850      0.0343       2.787      15.969      16.579
        29.8        0.19      0.4624      0.0819      0.0338       2.745      15.726      15.987
        33.1        0.21      0.5024      0.0787      0.0332       2.698      15.457      15.366
        36.4        0.23      0.5399      0.0754      0.0325       2.646      15.158      14.722
        39.7        0.25      0.5750      0.0720      0.0318       2.588      14.828      14.058
        43.0        0.28      0.6079      0.0685      0.0310       2.523      14.456      13.375
        46.3        0.30      0.6387      0.0650      0.0301       2.451      14.041      12.674
        49.6        0.32      0.6673      0.0613      0.0292       2.371      13.584      11.956
        52.9        0.34      0.6936      0.0575      0.0281       2.283      13.083      11.221
        56.2        0.36      0.7178      0.0536      0.0269       2.186      12.528      10.466
        59.5        0.38      0.7397      0.0497      0.0256       2.081      11.922       9.694
        62.9        0.40      0.7589      0.0456      0.0242       1.966      11.265       8.903
        66.2        0.42      0.7749      0.0414      0.0226       1.841      10.550       8.087
        69.5        0.44      0.7869      0.0372      0.0210       1.708       9.788       7.257
        72.8        0.47      0.7942      0.0328      0.0193       1.566       8.973       6.409
        76.1        0.49      0.7951      0.0284      0.0174       1.414       8.104       5.543
        79.4        0.51      0.7863      0.0239      0.0154       1.254       7.186       4.658
        82.7        0.53      0.7605      0.0193      0.0134       1.089       6.241       3.757
        86.0        0.55      0.7054      0.0145      0.0113       0.922       5.285       2.837
        89.3        0.57      0.6020      0.0098      0.0093       0.753       4.314       1.903
        92.6        0.59      0.3969      0.0049      0.0073       0.593       3.396       0.953
        95.9        0.61     -0.0032      0.0000      0.0056       0.452       2.589      -0.006



