
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)
         0.0        0.00      0.0000      0.0954      0.0321       0.126       1.980       2.461
         1.2        0.02      0.0612      0.0938      0.0324       0.126       1.993       2.419
         2.4        0.04      0.1196      0.0920      0.0325       0.127       2.003       2.373
         3.6        0.06      0.1751      0.0901      0.0326       0.128       2.009       2.324
         4.8        0.08      0.2278      0.0880      0.0327       0.128       2.012       2.271
         6.0        0.11      0.2777      0.0858      0.0327       0.128       2.011       2.215
         7.2        0.13      0.3250      0.0835      0.0326       0.127       2.007       2.155
         8.4        0.15      0.3696      0.0810      0.0324       0.127       1.998       2.091
         9.6        0.17      0.4116      0.0784      0.0322       0.126       1.985       2.024
        10.8        0.19      0.4510      0.0757      0.0319       0.125       1.967       1.954
        12.0        0.21      0.4877      0.0728      0.0316       0.123       1.944       1.880
        13.2        0.23      0.5218      0.0699      0.0311       0.122       1.917       1.803
        14.4        0.25      0.5535      0.0668      0.0306       0.120       1.885       1.723
        15.6        0.27      0.5827      0.0636      0.0300       0.117       1.847       1.641
        16.8        0.30      0.6094      0.0603      0.0293       0.114       1.803       1.556
        18.0        0.32      0.6331      0.0569      0.0285       0.111       1.756       1.469
        19.2        0.34      0.6542      0.0534      0.0276       0.108       1.702       1.379
        20.4        0.36      0.6730      0.0499      0.0266       0.104       1.640       1.287
        21.6        0.38      0.6890      0.0462      0.0255       0.100       1.571       1.192
        22.8        0.40      0.7015      0.0424      0.0243       0.095       1.495       1.094
        24.0        0.42      0.7099      0.0385      0.0229       0.090       1.414       0.994
        25.2        0.44      0.7147      0.0346      0.0215       0.084       1.322       0.892
        26.4        0.46      0.7147      0.0305      0.0199       0.078       1.223       0.787
        27.6        0.49      0.7085      0.0264      0.0181       0.071       1.115       0.681
        28.8        0.51      0.6926      0.0222      0.0162       0.063       1.000       0.572
        30.0        0.53      0.6605      0.0179      0.0143       0.056       0.880       0.461
        31.2        0.55      0.6030      0.0135      0.0123       0.048       0.757       0.348
        32.4        0.57      0.5028      0.0090      0.0103       0.040       0.632       0.233
        33.6        0.59      0.3256      0.0045      0.0082       0.032       0.507       0.117
        34.8        0.61     -0.0019      0.0000      0.0062       0.024       0.385      -0.001



