                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0587      0.0163       0.088       1.389       1.959              
         0.9        0.01      0.0519      0.0574      0.0163       0.088       1.390       1.916              
         1.8        0.03      0.1013      0.0560      0.0163       0.088       1.390       1.872              
         2.7        0.04      0.1484      0.0546      0.0163       0.088       1.388       1.825              
         3.6        0.06      0.1931      0.0532      0.0163       0.088       1.385       1.777              
         4.5        0.07      0.2355      0.0517      0.0162       0.088       1.379       1.727              
         5.4        0.09      0.2756      0.0502      0.0161       0.087       1.372       1.675              
         6.3        0.10      0.3134      0.0485      0.0160       0.086       1.362       1.621              
         7.2        0.12      0.3490      0.0469      0.0159       0.086       1.350       1.566              
         8.1        0.13      0.3822      0.0452      0.0157       0.085       1.336       1.508              
         9.0        0.15      0.4132      0.0434      0.0155       0.084       1.319       1.449              
         9.8        0.16      0.4418      0.0415      0.0153       0.082       1.300       1.388              
        10.7        0.18      0.4675      0.0397      0.0150       0.081       1.279       1.325              
        11.6        0.19      0.4905      0.0377      0.0148       0.080       1.256       1.260              
        12.5        0.21      0.5110      0.0357      0.0145       0.078       1.231       1.194              
        13.4        0.22      0.5295      0.0337      0.0141       0.076       1.200       1.126              
        14.3        0.24      0.5459      0.0316      0.0137       0.074       1.165       1.057              
        15.2        0.25      0.5596      0.0295      0.0132       0.071       1.126       0.986              
        16.1        0.27      0.5707      0.0273      0.0127       0.069       1.083       0.913              
        17.0        0.28      0.5788      0.0251      0.0122       0.066       1.035       0.838              
        17.9        0.30      0.5828      0.0228      0.0116       0.062       0.984       0.762              
        18.8        0.31      0.5818      0.0205      0.0109       0.059       0.929       0.684              
        19.7        0.32      0.5749      0.0181      0.0102       0.055       0.870       0.604              
        20.6        0.34      0.5608      0.0157      0.0095       0.051       0.807       0.523              
        21.5        0.35      0.5369      0.0132      0.0087       0.047       0.739       0.440              
        22.4        0.37      0.4993      0.0106      0.0079       0.042       0.668       0.355              
        23.3        0.38      0.4418      0.0080      0.0070       0.038       0.593       0.268              
        24.2        0.40      0.3539      0.0054      0.0061       0.033       0.517       0.180              
        25.1        0.41      0.2188      0.0027      0.0052       0.028       0.440       0.091              
        26.0        0.43     -0.0009      0.0000      0.0043       0.023       0.364       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
