                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0584      0.0174       0.040       0.831       1.097              
         0.7        0.01      0.0485      0.0571      0.0174       0.040       0.833       1.073              
         1.3        0.03      0.0947      0.0558      0.0174       0.040       0.833       1.048              
         2.0        0.04      0.1385      0.0544      0.0174       0.040       0.833       1.022              
         2.7        0.06      0.1800      0.0530      0.0174       0.040       0.833       0.996              
         3.4        0.07      0.2191      0.0515      0.0174       0.040       0.831       0.968              
         4.0        0.09      0.2560      0.0500      0.0173       0.039       0.828       0.939              
         4.7        0.10      0.2905      0.0484      0.0172       0.039       0.824       0.909              
         5.4        0.12      0.3229      0.0467      0.0171       0.039       0.818       0.878              
         6.0        0.13      0.3532      0.0450      0.0170       0.039       0.811       0.846              
         6.7        0.15      0.3812      0.0432      0.0168       0.038       0.802       0.812              
         7.4        0.16      0.4070      0.0414      0.0165       0.038       0.792       0.778              
         8.1        0.18      0.4307      0.0396      0.0163       0.037       0.779       0.743              
         8.7        0.19      0.4521      0.0376      0.0160       0.036       0.765       0.707              
         9.4        0.21      0.4713      0.0357      0.0157       0.036       0.749       0.670              
        10.1        0.22      0.4885      0.0336      0.0153       0.035       0.731       0.632              
        10.7        0.24      0.5035      0.0316      0.0148       0.034       0.709       0.593              
        11.4        0.25      0.5161      0.0294      0.0143       0.033       0.685       0.553              
        12.1        0.27      0.5267      0.0273      0.0138       0.031       0.659       0.512              
        12.8        0.28      0.5348      0.0250      0.0131       0.030       0.628       0.470              
        13.4        0.30      0.5393      0.0227      0.0125       0.028       0.596       0.427              
        14.1        0.31      0.5393      0.0204      0.0117       0.027       0.562       0.383              
        14.8        0.33      0.5337      0.0180      0.0110       0.025       0.525       0.339              
        15.4        0.34      0.5213      0.0156      0.0102       0.023       0.486       0.293              
        16.1        0.35      0.4997      0.0131      0.0093       0.021       0.445       0.246              
        16.8        0.37      0.4654      0.0106      0.0084       0.019       0.401       0.199              
        17.5        0.38      0.4122      0.0080      0.0074       0.017       0.356       0.150              
        18.1        0.40      0.3307      0.0054      0.0065       0.015       0.309       0.101              
        18.8        0.41      0.2026      0.0027      0.0055       0.013       0.263       0.051              
        19.5        0.43     -0.0010      0.0000      0.0046       0.010       0.219       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
