                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0591      0.0160       0.169       2.128       3.084              
         1.1        0.01      0.0534      0.0578      0.0160       0.169       2.124       3.016              
         2.2        0.03      0.1045      0.0564      0.0159       0.168       2.119       2.945              
         3.4        0.04      0.1534      0.0550      0.0159       0.168       2.112       2.872              
         4.5        0.06      0.2000      0.0536      0.0158       0.167       2.103       2.796              
         5.6        0.07      0.2443      0.0521      0.0157       0.166       2.091       2.717              
         6.7        0.09      0.2864      0.0505      0.0156       0.165       2.077       2.635              
         7.8        0.10      0.3261      0.0489      0.0155       0.163       2.059       2.550              
         9.0        0.12      0.3637      0.0472      0.0153       0.162       2.037       2.462              
        10.1        0.13      0.3990      0.0454      0.0151       0.160       2.012       2.372              
        11.2        0.15      0.4320      0.0436      0.0149       0.157       1.983       2.278              
        12.3        0.16      0.4622      0.0418      0.0147       0.155       1.953       2.182              
        13.4        0.18      0.4894      0.0399      0.0145       0.152       1.921       2.083              
        14.5        0.19      0.5139      0.0380      0.0142       0.150       1.885       1.981              
        15.7        0.21      0.5361      0.0360      0.0139       0.146       1.844       1.877              
        16.8        0.22      0.5561      0.0339      0.0135       0.143       1.797       1.771              
        17.9        0.24      0.5735      0.0318      0.0131       0.138       1.744       1.662              
        19.0        0.25      0.5883      0.0297      0.0127       0.134       1.684       1.549              
        20.1        0.27      0.6007      0.0275      0.0122       0.128       1.617       1.435              
        21.3        0.28      0.6096      0.0253      0.0116       0.123       1.545       1.318              
        22.4        0.30      0.6142      0.0230      0.0110       0.116       1.467       1.198              
        23.5        0.31      0.6134      0.0206      0.0104       0.110       1.385       1.076              
        24.6        0.32      0.6065      0.0182      0.0098       0.103       1.297       0.950              
        25.7        0.34      0.5923      0.0158      0.0090       0.095       1.201       0.822              
        26.9        0.35      0.5679      0.0132      0.0083       0.087       1.099       0.691              
        28.0        0.37      0.5295      0.0107      0.0075       0.079       0.990       0.558              
        29.1        0.38      0.4702      0.0081      0.0066       0.070       0.877       0.422              
        30.2        0.40      0.3781      0.0054      0.0057       0.060       0.760       0.283              
        31.3        0.41      0.2357      0.0028      0.0048       0.051       0.643       0.144              
        32.4        0.43     -0.0009      0.0000      0.0040       0.042       0.527       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
