                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0757      0.0277       6.419      28.895      30.969              
         3.1        0.01      0.0396      0.0739      0.0273       6.324      28.472      30.238              
         6.2        0.03      0.0785      0.0721      0.0269       6.226      28.028      29.488              
         9.3        0.04      0.1166      0.0702      0.0264       6.121      27.555      28.711              
        12.4        0.06      0.1539      0.0682      0.0260       6.009      27.051      27.911              
        15.5        0.07      0.1904      0.0662      0.0255       5.891      26.519      27.085              
        18.6        0.09      0.2259      0.0641      0.0249       5.771      25.980      26.234              
        21.7        0.10      0.2604      0.0620      0.0244       5.648      25.428      25.365              
        24.9        0.12      0.2928      0.0598      0.0239       5.542      24.948      24.483              
        28.0        0.13      0.3227      0.0577      0.0235       5.449      24.532      23.591              
        31.1        0.15      0.3506      0.0555      0.0232       5.365      24.154      22.710              
        34.2        0.16      0.3769      0.0534      0.0228       5.280      23.769      21.837              
        37.3        0.18      0.4011      0.0512      0.0224       5.190      23.362      20.940              
        40.4        0.19      0.4235      0.0489      0.0220       5.090      22.915      20.018              
        43.5        0.21      0.4438      0.0466      0.0215       4.982      22.429      19.068              
        46.6        0.22      0.4621      0.0442      0.0210       4.865      21.902      18.093              
        49.7        0.23      0.4778      0.0418      0.0205       4.740      21.338      17.086              
        52.8        0.25      0.4907      0.0392      0.0199       4.599      20.705      16.027              
        55.9        0.26      0.5003      0.0364      0.0192       4.441      19.995      14.904              
        59.0        0.28      0.5060      0.0335      0.0184       4.268      19.214      13.722              
        62.1        0.29      0.5071      0.0305      0.0176       4.081      18.372      12.491              
        65.2        0.31      0.5025      0.0274      0.0168       3.883      17.482      11.217              
        68.3        0.32      0.4906      0.0242      0.0159       3.681      16.573       9.910              
        71.4        0.34      0.4711      0.0210      0.0150       3.468      15.613       8.575              
        74.6        0.35      0.4414      0.0176      0.0140       3.246      14.611       7.206              
        77.7        0.37      0.3994      0.0142      0.0130       3.013      13.565       5.812              
        80.8        0.38      0.3411      0.0107      0.0120       2.773      12.484       4.392              
        83.9        0.40      0.2596      0.0072      0.0109       2.526      11.370       2.931              
        87.0        0.41      0.1472      0.0035      0.0098       2.278      10.253       1.446              
        90.1        0.42     -0.0074     -0.0002      0.0089       2.059       9.270      -0.063              
                                                                                                              
                                                                                                              
                                                                                                              
