                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0623      0.0166       1.020       7.144      10.531              
         2.0        0.01      0.0548      0.0609      0.0164       1.011       7.078      10.293              
         4.0        0.03      0.1080      0.0594      0.0163       1.001       7.009      10.046              
         6.1        0.04      0.1595      0.0579      0.0161       0.991       6.938       9.791              
         8.1        0.06      0.2092      0.0563      0.0159       0.980       6.863       9.526              
        10.1        0.07      0.2569      0.0547      0.0158       0.969       6.784       9.252              
        12.1        0.09      0.3026      0.0530      0.0156       0.957       6.700       8.969              
        14.1        0.10      0.3461      0.0513      0.0154       0.944       6.610       8.677              
        16.1        0.12      0.3875      0.0495      0.0151       0.930       6.513       8.375              
        18.2        0.13      0.4265      0.0477      0.0149       0.915       6.410       8.064              
        20.2        0.15      0.4632      0.0458      0.0146       0.899       6.298       7.744              
        22.2        0.16      0.4977      0.0439      0.0143       0.882       6.175       7.416              
        24.2        0.18      0.5298      0.0419      0.0140       0.863       6.041       7.080              
        26.2        0.19      0.5595      0.0398      0.0137       0.842       5.894       6.734              
        28.2        0.21      0.5868      0.0377      0.0133       0.819       5.733       6.378              
        30.3        0.22      0.6117      0.0356      0.0129       0.793       5.556       6.015              
        32.3        0.24      0.6342      0.0334      0.0125       0.766       5.362       5.642              
        34.3        0.25      0.6541      0.0311      0.0120       0.735       5.150       5.260              
        36.3        0.27      0.6713      0.0288      0.0114       0.702       4.918       4.869              
        38.3        0.28      0.6851      0.0264      0.0108       0.667       4.668       4.468              
        40.3        0.30      0.6944      0.0240      0.0102       0.629       4.404       4.058              
        42.4        0.31      0.6983      0.0215      0.0096       0.589       4.125       3.641              
        44.4        0.33      0.6949      0.0190      0.0089       0.548       3.834       3.215              
        46.4        0.34      0.6836      0.0164      0.0082       0.503       3.523       2.779              
        48.4        0.36      0.6628      0.0138      0.0074       0.455       3.187       2.336              
        50.4        0.37      0.6265      0.0111      0.0066       0.405       2.834       1.885              
        52.4        0.38      0.5668      0.0084      0.0057       0.352       2.465       1.426              
        54.5        0.40      0.4679      0.0057      0.0048       0.297       2.083       0.958              
        56.5        0.41      0.2992      0.0029      0.0039       0.243       1.700       0.482              
        58.5        0.43     -0.0018      0.0000      0.0031       0.192       1.344      -0.002              
                                                                                                              
                                                                                                              
                                                                                                              
