                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0969      0.0719       1.185      18.669       7.905              
         2.2        0.03      0.0410      0.0968      0.0699       1.152      18.144       7.896              
         4.5        0.06      0.0845      0.0966      0.0677       1.115      17.571       7.881              
         6.7        0.09      0.1305      0.0964      0.0655       1.080      17.015       7.861              
         9.0        0.12      0.1797      0.0960      0.0632       1.042      16.411       7.829              
        11.2        0.15      0.2320      0.0954      0.0609       1.003      15.800       7.783              
        13.4        0.18      0.2874      0.0946      0.0584       0.963      15.170       7.714              
        15.7        0.21      0.3453      0.0933      0.0560       0.922      14.530       7.610              
        17.9        0.24      0.4046      0.0916      0.0536       0.883      13.909       7.468              
        20.2        0.27      0.4627      0.0894      0.0514       0.848      13.354       7.289              
        22.4        0.30      0.5172      0.0868      0.0496       0.818      12.886       7.076              
        24.7        0.33      0.5667      0.0839      0.0482       0.793      12.502       6.839              
        26.9        0.36      0.6117      0.0806      0.0468       0.771      12.150       6.576              
        29.1        0.38      0.6524      0.0772      0.0455       0.750      11.810       6.293              
        31.4        0.41      0.6891      0.0735      0.0442       0.727      11.462       5.990              
        33.6        0.44      0.7215      0.0695      0.0427       0.704      11.090       5.664              
        35.9        0.47      0.7493      0.0651      0.0411       0.678      10.676       5.308              
        38.1        0.50      0.7723      0.0606      0.0395       0.651      10.252       4.945              
        40.3        0.53      0.7923      0.0561      0.0377       0.621       9.791       4.576              
        42.6        0.56      0.8099      0.0515      0.0357       0.589       9.274       4.197              
        44.8        0.59      0.8253      0.0467      0.0335       0.552       8.699       3.811              
        47.1        0.62      0.8380      0.0419      0.0311       0.512       8.064       3.417              
        49.3        0.65      0.8462      0.0370      0.0284       0.469       7.383       3.015              
        51.6        0.68      0.8513      0.0320      0.0255       0.421       6.632       2.606              
        53.8        0.71      0.8524      0.0269      0.0224       0.369       5.808       2.190              
        56.0        0.74      0.8445      0.0217      0.0190       0.313       4.926       1.767              
        58.3        0.77      0.8207      0.0164      0.0154       0.253       3.985       1.336              
        60.5        0.80      0.7690      0.0110      0.0114       0.188       2.963       0.896              
        62.8        0.83      0.6345      0.0055      0.0072       0.119       1.871       0.450              
        65.0        0.86      0.0002      0.0000      0.0038       0.062       0.983       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
