                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0935      0.0391       0.081       2.539       1.906              
         1.1        0.03      0.0691      0.0934      0.0400       0.082       2.598       1.905              
         2.2        0.06      0.1349      0.0933      0.0410       0.084       2.658       1.902              
         3.4        0.09      0.1975      0.0931      0.0419       0.086       2.718       1.898              
         4.5        0.12      0.2568      0.0928      0.0428       0.088       2.778       1.892              
         5.6        0.15      0.3129      0.0923      0.0437       0.090       2.835       1.882              
         6.7        0.18      0.3659      0.0915      0.0445       0.092       2.885       1.866              
         7.9        0.21      0.4158      0.0904      0.0451       0.093       2.926       1.844              
         9.0        0.24      0.4627      0.0889      0.0455       0.094       2.954       1.812              
        10.1        0.27      0.5064      0.0869      0.0458       0.094       2.969       1.772              
        11.2        0.30      0.5469      0.0846      0.0458       0.094       2.973       1.725              
        12.3        0.33      0.5843      0.0819      0.0457       0.094       2.965       1.670              
        13.5        0.36      0.6185      0.0790      0.0454       0.093       2.945       1.610              
        14.6        0.39      0.6495      0.0757      0.0449       0.092       2.914       1.544              
        15.7        0.41      0.6773      0.0723      0.0442       0.091       2.871       1.473              
        16.8        0.44      0.7018      0.0685      0.0433       0.089       2.812       1.396              
        18.0        0.47      0.7232      0.0642      0.0421       0.087       2.732       1.310              
        19.1        0.50      0.7415      0.0599      0.0406       0.084       2.638       1.220              
        20.2        0.53      0.7565      0.0554      0.0390       0.080       2.533       1.129              
        21.3        0.56      0.7687      0.0508      0.0372       0.077       2.415       1.036              
        22.4        0.59      0.7784      0.0462      0.0351       0.072       2.280       0.941              
        23.6        0.62      0.7857      0.0414      0.0328       0.067       2.127       0.844              
        24.7        0.65      0.7896      0.0365      0.0302       0.062       1.957       0.745              
        25.8        0.68      0.7906      0.0316      0.0272       0.056       1.765       0.644              
        26.9        0.71      0.7878      0.0265      0.0239       0.049       1.552       0.540              
        28.0        0.74      0.7769      0.0213      0.0203       0.042       1.321       0.435              
        29.2        0.77      0.7501      0.0161      0.0165       0.034       1.074       0.329              
        30.3        0.80      0.6930      0.0108      0.0125       0.026       0.809       0.220              
        31.4        0.83      0.5523      0.0054      0.0081       0.017       0.527       0.110              
        32.5        0.86     -0.0001      0.0000      0.0045       0.009       0.290       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
