                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0970      0.0721       6.370      57.352      24.228              
         3.9        0.03      0.0407      0.0970      0.0705       6.223      56.030      24.218              
         7.8        0.06      0.0834      0.0969      0.0687       6.066      54.620      24.198              
        11.8        0.09      0.1284      0.0968      0.0669       5.905      53.163      24.167              
        15.7        0.12      0.1759      0.0966      0.0650       5.736      51.644      24.122              
        19.6        0.15      0.2261      0.0964      0.0630       5.564      50.092      24.063              
        23.5        0.18      0.2793      0.0961      0.0610       5.389      48.519      23.989              
        27.5        0.21      0.3354      0.0956      0.0590       5.212      46.930      23.883              
        31.4        0.24      0.3942      0.0949      0.0570       5.031      45.299      23.708              
        35.3        0.27      0.4543      0.0934      0.0547       4.831      43.498      23.320              
        39.2        0.30      0.5142      0.0909      0.0523       4.617      41.569      22.701              
        43.1        0.33      0.5678      0.0880      0.0504       4.450      40.069      21.967              
        47.1        0.35      0.6132      0.0847      0.0490       4.328      38.969      21.149              
        51.0        0.38      0.6539      0.0811      0.0477       4.212      37.923      20.260              
        54.9        0.41      0.6909      0.0773      0.0463       4.091      36.832      19.305              
        58.8        0.44      0.7240      0.0732      0.0449       3.960      35.658      18.280              
        62.7        0.47      0.7530      0.0687      0.0432       3.812      34.324      17.157              
        66.7        0.50      0.7778      0.0640      0.0414       3.653      32.894      15.986              
        70.6        0.53      0.8003      0.0592      0.0394       3.480      31.331      14.794              
        74.5        0.56      0.8203      0.0544      0.0372       3.288      29.607      13.576              
        78.4        0.59      0.8382      0.0494      0.0348       3.076      27.699      12.330              
        82.4        0.62      0.8541      0.0443      0.0322       2.842      25.593      11.055              
        86.3        0.65      0.8671      0.0391      0.0293       2.589      23.310       9.758              
        90.2        0.68      0.8765      0.0338      0.0262       2.316      20.853       8.440              
        94.1        0.71      0.8811      0.0284      0.0229       2.020      18.190       7.092              
        98.0        0.74      0.8782      0.0229      0.0193       1.703      15.332       5.721              
       102.0        0.77      0.8630      0.0173      0.0154       1.363      12.272       4.326              
       105.9        0.80      0.8245      0.0116      0.0113       0.995       8.962       2.907              
       109.8        0.83      0.7106      0.0059      0.0068       0.603       5.431       1.464              
       113.7        0.86      0.0007      0.0000      0.0034       0.303       2.728       0.001              
                                                                                                              
                                                                                                              
                                                                                                              
